,user_id,item_id,rating
376,5,460,2
377,5,461,4
378,5,462,5
379,5,464,2
380,5,465,1
381,5,468,3
382,5,472,1
383,5,473,2
384,5,474,5
385,5,482,4
386,5,485,5
387,5,489,5
388,5,490,5
389,5,491,4
390,5,493,5
391,5,494,4
392,5,495,4
393,5,496,4
394,5,497,4
395,5,501,5
396,5,502,4
397,5,503,3
398,5,504,3
399,5,505,4
400,5,507,4
401,5,510,4
402,5,512,4
403,5,514,5
404,5,516,4
405,5,519,5
406,5,520,4
407,5,522,5
408,5,527,4
409,5,529,4
410,5,530,4
411,5,531,4
412,5,533,4
413,5,535,2
414,5,536,4
415,5,537,4
416,5,538,2
417,5,539,2
418,6,4,5
419,6,9,5
420,6,11,3
421,6,12,5
422,6,23,3
423,6,25,3
424,6,27,4
425,6,29,3
426,6,31,4
427,6,39,5
428,6,47,5
429,6,50,5
430,6,51,2
431,6,52,4
432,6,56,5
433,6,62,3
434,6,64,5
435,6,68,4
436,6,69,5
437,6,70,1
438,6,71,5
439,6,73,3
440,6,77,5
441,6,80,4
442,6,86,4
443,6,91,3
444,6,96,5
445,6,97,5
446,6,98,4
447,6,99,5
448,6,100,5
449,6,125,4
450,6,132,5
451,6,134,4
452,6,135,5
453,6,140,5
454,6,141,5
455,6,143,3
456,6,144,5
457,6,145,1
458,6,152,4
459,6,157,5
460,6,164,5
461,6,173,5
462,6,175,5
463,6,178,4
464,6,179,5
465,6,180,5
466,6,186,4
467,6,187,4
468,6,192,4
469,6,194,5
470,6,197,4
471,6,198,3
472,6,199,5
473,6,201,2
474,6,202,3
475,6,204,5
476,6,211,5
477,6,213,3
478,6,214,5
479,6,215,4
480,6,216,4
481,6,217,4
482,6,219,1
483,6,229,3
484,6,230,3
485,6,231,3
486,6,234,5
487,6,237,5
488,6,238,5
489,6,258,4
490,6,265,5
491,6,275,4
492,6,286,4
493,6,294,1
494,6,309,3
495,6,317,4
496,6,318,5
497,6,324,1
498,6,341,3
499,6,356,4
500,6,357,5
501,6,365,4
502,6,367,5
503,6,379,4
504,6,380,4
505,6,384,3
506,6,386,4
507,6,387,3
508,6,391,3
509,6,402,5
510,6,403,4
511,6,405,3
512,6,415,2
513,6,416,5
514,6,417,3
515,6,419,3
516,6,421,3
517,6,427,5
518,6,429,5
519,6,433,5
520,6,434,4
521,6,436,5
522,6,440,1
523,6,441,2
524,6,443,5
525,6,444,5
526,6,446,2
527,6,447,5
528,6,449,3
529,6,452,5
530,6,463,4
531,6,465,4
532,6,470,3
533,6,474,5
534,6,487,3
535,6,488,4
536,6,499,4
537,6,502,5
538,6,503,4
539,6,506,5
540,6,507,5
541,6,509,5
542,6,510,5
543,6,513,4
544,6,521,5
545,6,523,4
546,6,527,5
547,6,529,2
548,6,540,3
549,6,544,3
550,6,545,2
551,6,546,4
552,6,547,3
553,6,549,4
554,6,551,1
555,6,552,4
556,6,556,3
557,6,557,4
558,6,558,4
559,6,561,4
560,6,565,4
561,6,566,4
562,6,568,5
563,6,569,4
564,6,571,3
565,6,572,3
566,6,573,5
567,6,574,5
568,6,575,3
569,6,577,2
570,6,578,3
571,6,583,2
572,6,584,4
573,6,585,4
574,6,586,3
575,6,588,4
576,6,590,2
577,6,591,3
578,6,592,5
579,6,593,5
580,6,594,3
581,6,595,2
582,6,596,5
583,6,597,3
584,6,598,3
585,6,600,4
586,6,601,5
587,6,602,3
588,6,603,4
589,6,605,4
590,6,606,3
591,6,607,3
592,6,609,3
593,6,610,5
594,6,611,3
595,6,612,5
596,6,613,4
597,6,615,4
598,6,616,4
599,6,617,5
600,6,620,4
601,6,625,3
602,6,628,3
603,6,629,3
604,6,631,4
605,6,632,5
606,6,634,5
607,6,635,3
608,6,638,4
609,6,639,5
610,6,640,3
611,6,641,5
612,6,646,5
613,6,649,5
614,6,651,5
615,6,652,3
616,6,655,5
617,6,656,3
618,6,660,5
619,6,663,5
620,6,664,3
621,6,665,4
622,6,666,4
623,6,668,4
624,6,670,5
625,6,671,5
626,6,672,1
627,6,677,3
628,6,678,3
629,6,679,5
630,6,682,2
631,7,11,3
632,7,55,5
633,7,82,5
634,7,96,3
635,7,174,5
636,7,177,4
637,7,181,4
638,7,187,4
639,7,195,5
640,7,222,5
641,7,227,4
642,7,228,5
643,7,229,5
644,7,233,4
645,7,241,4
646,7,243,2
647,7,259,1
648,7,260,3
649,7,273,3
650,7,336,3
651,7,341,2
652,7,358,2
653,7,403,4
654,7,431,2
655,7,435,5
656,7,510,4
657,7,518,4
658,7,566,3
659,7,684,4
660,7,688,1
661,8,7,4
662,8,50,5
663,8,201,5
664,8,242,4
665,8,276,4
666,8,294,4
667,8,371,5
668,8,385,5
669,8,402,4
670,8,483,5
671,8,615,4
672,8,690,1
673,9,9,4
674,9,11,4
675,9,12,5
676,9,23,5
677,9,32,4
678,9,33,4
679,9,40,4
680,9,50,5
681,9,59,4
682,9,60,3
683,9,69,4
684,9,70,4
685,9,82,4
686,9,85,4
687,9,93,4
688,9,116,4
689,9,129,4
690,9,134,5
691,9,137,4
692,9,153,4
693,9,157,5
694,9,161,4
695,9,162,4
696,9,170,4
697,9,174,4
698,9,178,5
699,9,179,5
700,9,180,5
701,9,182,5
702,9,185,5
703,9,192,4
704,9,197,5
705,9,198,3
706,9,205,5
707,9,211,5
708,9,216,4
709,9,221,4
710,9,230,4
711,9,238,4
712,9,245,4
713,9,273,4
714,9,274,4
715,9,276,4
716,9,286,4
717,9,302,4
718,9,319,3
719,9,333,4
720,9,334,4
721,9,357,5
722,9,404,4
723,9,414,4
724,9,430,3
725,9,432,4
726,9,462,3
727,9,467,4
728,9,470,4
729,9,478,5
730,9,479,5
731,9,480,5
732,9,482,4
733,9,484,5
734,9,499,4
735,9,502,4
736,9,510,5
737,9,511,4
738,9,513,4
739,9,518,4
740,9,525,5
741,9,527,4
742,9,529,3
743,9,530,4
744,9,531,5
745,9,582,4
746,9,589,5
747,9,602,5
748,9,604,4
749,9,606,5
750,9,610,4
751,9,617,5
752,9,629,4
753,9,654,5
754,9,663,3
755,9,664,4
756,9,686,4
757,9,692,4
758,9,693,4
759,9,694,5
760,9,697,3
761,9,699,4
762,9,700,4
763,9,701,4
764,9,707,5
765,9,708,4
766,9,709,4
767,10,8,4
768,10,11,2
769,10,15,5
770,10,24,3
771,10,25,3
772,10,28,5
773,10,29,3
774,10,39,3
775,10,42,3
776,10,52,3
777,10,54,3
778,10,56,4
779,10,57,2
780,10,58,3
781,10,69,3
782,10,70,4
783,10,79,4
784,10,83,5
785,10,86,4
786,10,88,3
787,10,98,2
788,10,107,4
789,10,121,3
790,10,123,3
791,10,125,4
792,10,168,3
793,10,173,5
794,10,176,3
795,10,180,2
796,10,196,5
797,10,208,4
798,10,211,3
799,10,213,4
800,10,222,3
801,10,228,3
802,10,229,4
803,10,237,4
804,10,238,3
805,10,239,4
806,10,258,5
807,10,259,3
808,10,274,3
809,10,286,5
810,10,290,3
811,10,301,4
812,10,317,4
813,10,318,5
814,10,324,1
815,10,332,5
816,10,356,4
817,10,357,5
818,10,365,3
819,10,367,3
820,10,370,3
821,10,372,4
822,10,382,3
823,10,386,3
824,10,393,4
825,10,399,3
826,10,401,3
827,10,405,3
828,10,414,3
829,10,423,5
830,10,427,4
831,10,430,3
832,10,431,2
833,10,433,4
834,10,434,4
835,10,449,3
836,10,451,2
837,10,504,3
838,10,508,4
839,10,526,3
840,10,527,4
841,10,544,4
842,10,549,4
843,10,577,3
844,10,580,5
845,10,603,4
846,10,646,3
847,10,654,3
848,10,659,5
849,10,662,3
850,10,690,4
851,10,692,4
852,10,699,4
853,10,707,5
854,10,715,3
855,10,716,3
856,10,717,2
857,10,718,5
858,10,719,3
859,10,724,3
860,10,727,3
861,10,728,3
862,10,729,4
863,10,731,4
864,10,737,4
865,10,738,3
866,10,742,3
867,10,745,5
868,10,747,3
869,10,748,1
870,10,749,5
871,10,750,5
872,11,4,5
873,11,69,5
874,11,88,5
875,11,98,5
876,11,127,4
877,11,133,4
878,11,159,4
879,11,161,5
880,11,168,4
881,11,170,4
882,11,174,5
883,11,195,4
884,11,202,4
885,11,203,3
886,11,215,4
887,11,216,5
888,11,228,4
889,11,238,5
890,11,242,5
891,11,328,4
892,11,392,4
893,11,416,3
894,11,480,4
895,11,591,5
896,11,708,3
897,12,1,3
898,12,4,5
899,12,5,1
900,12,7,2
901,12,8,4
902,12,9,3
903,12,12,5
904,12,13,5
905,12,17,1
906,12,22,4
907,12,23,5
908,12,28,5
909,12,32,4
910,12,33,5
911,12,37,1
912,12,38,3
913,12,39,3
914,12,49,4
915,12,50,5
916,12,51,3
917,12,53,1
918,12,58,4
919,12,60,4
920,12,62,5
921,12,67,1
922,12,68,3
923,12,69,4
924,12,70,3
925,12,78,1
926,12,79,3
927,12,82,2
928,12,83,2
929,12,86,1
930,12,87,5
931,12,89,4
932,12,91,2
933,12,92,3
934,12,95,5
935,12,96,4
936,12,99,4
937,12,110,3
938,12,111,5
939,12,116,5
940,12,117,3
941,12,127,5
942,12,128,1
943,12,132,4
944,12,135,5
945,12,138,1
946,12,141,2
947,12,143,1
948,12,145,2
949,12,152,5
950,12,155,2
951,12,157,3
952,12,158,1
953,12,160,4
954,12,163,3
955,12,164,3
956,12,165,3
957,12,166,5
958,12,170,5
959,12,172,5
960,12,174,4
961,12,175,4
962,12,176,3
963,12,177,5
964,12,179,2
965,12,182,5
966,12,183,4
967,12,184,1
968,12,187,5
969,12,188,4
970,12,191,3
971,12,193,5
972,12,194,5
973,12,197,4
974,12,199,5
975,12,200,3
976,12,202,5
977,12,204,5
978,12,205,2
979,12,209,3
980,12,211,4
981,12,216,3
982,12,218,1
983,12,222,3
984,12,223,5
985,12,224,4
986,12,225,2
987,12,227,5
988,12,228,4
989,12,231,3
990,12,233,4
991,12,234,5
992,12,235,2
993,12,237,5
994,12,239,4
995,12,241,3
996,12,242,2
997,12,260,1
998,12,262,4
999,12,264,4
1000,12,274,3
1001,12,275,3
1002,12,279,5
1003,12,280,4
1004,12,285,5
1005,12,286,3
1006,12,288,1
1007,12,292,5
1008,12,299,3
1009,12,306,3
1010,12,307,2
1011,12,310,4
1012,12,311,3
1013,12,313,4
1014,12,316,5
1015,12,321,2
1016,12,322,3
1017,12,323,3
1018,12,326,3
1019,12,327,3
1020,12,328,3
1021,12,329,2
1022,12,332,3
1023,12,336,2
1024,12,339,3
1025,12,342,4
1026,12,346,4
1027,12,347,5
1028,12,348,2
1029,12,350,2
1030,12,355,3
1031,12,357,3
1032,12,358,3
1033,12,362,4
1034,12,367,3
1035,12,370,1
1036,12,371,3
1037,12,382,1
1038,12,393,3
1039,12,394,2
1040,12,398,2
1041,12,400,4
1042,12,401,1
1043,12,403,2
1044,12,404,5
1045,12,406,1
1046,12,410,1
1047,12,411,2
1048,12,413,1
1049,12,417,2
1050,12,419,3
1051,12,424,1
1052,12,427,5
1053,12,429,5
1054,12,430,5
1055,12,432,4
1056,12,433,4
1057,12,435,5
1058,12,438,1
1059,12,439,1
1060,12,441,1
1061,12,442,1
1062,12,444,4
1063,12,445,4
1064,12,446,1
1065,12,448,1
1066,12,453,2
1067,12,455,3
1068,12,462,5
1069,12,463,5
1070,12,471,1
1071,12,473,4
1072,12,474,4
1073,12,475,3
1074,12,478,4
1075,12,484,5
1076,12,485,1
1077,12,491,4
1078,12,492,5
1079,12,494,4
1080,12,497,5
1081,12,504,5
1082,12,506,5
1083,12,507,1
1084,12,510,5
1085,12,511,5
1086,12,515,2
1087,12,518,4
1088,12,522,5
1089,12,523,4
1090,12,525,5
1091,12,527,5
1092,12,529,4
1093,12,531,3
1094,12,538,1
1095,12,541,1
1096,12,547,1
1097,12,549,4
1098,12,550,4
1099,12,551,1
1100,12,553,2
1101,12,554,2
1102,12,558,1
1103,12,559,1
1104,12,561,1
1105,12,563,1
1106,12,565,1
1107,12,566,5
1108,12,568,3
1109,12,569,2
1110,12,572,2
1111,12,573,3
1112,12,576,3
1113,12,578,3
1114,12,585,4
1115,12,586,3
1116,12,590,2
1117,12,602,4
1118,12,603,4
1119,12,606,4
1120,12,613,4
1121,12,619,3
1122,12,621,4
1123,12,629,1
1124,12,630,2
1125,12,631,3
1126,12,635,1
1127,12,636,2
1128,12,637,2
1129,12,638,3
1130,12,639,3
1131,12,646,4
1132,12,647,5
1133,12,650,2
1134,12,654,5
1135,12,655,5
1136,12,656,5
1137,12,657,4
1138,12,661,5
1139,12,662,5
1140,12,663,5
1141,12,667,1
1142,12,668,1
1143,12,669,1
1144,12,670,3
1145,12,671,3
1146,12,672,1
1147,12,674,3
1148,12,675,5
1149,12,679,4
1150,12,684,5
1151,12,686,5
1152,12,687,1
1153,12,688,1
1154,12,689,2
1155,12,690,3
1156,12,691,4
1157,12,692,4
1158,12,706,1
1159,12,709,4
1160,12,712,4
1161,12,722,3
1162,12,732,5
1163,12,733,5
1164,12,736,4
1165,12,737,4
1166,12,739,4
1167,12,740,1
1168,12,746,3
1169,12,747,4
1170,12,748,4
1171,12,749,3
1172,12,750,5
1173,12,751,5
1174,12,754,4
1175,12,756,2
1176,12,757,3
1177,12,758,1
1178,12,760,1
1179,12,761,4
1180,12,762,5
1181,12,763,1
1182,12,765,2
1183,12,767,1
1184,12,768,4
1185,12,769,3
1186,12,770,4
1187,12,771,3
1188,12,773,1
1189,12,774,1
1190,12,775,4
1191,12,777,1
1192,12,778,3
1193,12,779,3
1194,12,785,3
1195,12,789,5
1196,12,790,2
1197,12,791,5
1198,12,792,5
1199,12,793,5
1200,12,795,2
1201,12,796,3
1202,12,797,5
1203,12,798,2
1204,12,799,4
1205,12,800,1
1206,12,801,3
1207,12,803,3
1208,12,804,2
1209,12,806,5
1210,12,810,5
1211,12,811,5
1212,12,813,1
1213,12,815,4
1214,12,817,1
1215,12,818,3
1216,12,819,1
1217,12,822,3
1218,12,824,3
1219,12,825,1
1220,12,826,5
1221,12,827,3
1222,12,829,3
1223,12,832,4
1224,12,833,2
1225,12,834,1
1226,12,835,3
1227,12,837,4
1228,12,838,1
1229,12,841,1
1230,12,843,5
1231,12,845,3
1232,12,846,2
1233,12,849,1
1234,12,850,4
1235,12,851,5
1236,12,853,1
1237,12,855,4
1238,12,862,3
1239,12,863,4
1240,12,865,5
1241,12,867,5
1242,12,870,3
1243,12,871,2
1244,12,872,3
1245,12,873,1
1246,12,879,2
1247,12,880,3
1248,12,881,2
1249,12,882,3
1250,12,883,3
1251,12,884,2
1252,12,886,5
1253,12,889,3
1254,12,891,1
1255,12,893,3
1256,12,895,1
1257,12,896,5
1258,12,897,1
1259,12,899,1
1260,12,900,5
1261,12,902,3
1262,12,903,3
1263,12,904,1
1264,12,905,2
1265,12,909,5
1266,12,911,2
1267,12,914,2
1268,12,916,4
1269,12,917,4
1270,13,12,5
1271,13,19,5
1272,13,25,2
1273,13,32,5
1274,13,81,5
1275,13,96,4
1276,13,124,5
1277,13,127,2
1278,13,173,4
1279,13,186,4
1280,13,191,4
1281,13,195,5
1282,13,210,5
1283,13,222,4
1284,13,238,5
1285,13,240,5
1286,13,265,3
1287,13,276,4
1288,13,288,4
1289,13,302,5
1290,13,319,1
1291,13,382,5
1292,13,427,5
1293,13,428,4
1294,13,430,5
1295,13,473,5
1296,13,507,4
1297,13,523,4
1298,13,524,5
1299,13,525,5
1300,13,588,4
1301,13,628,5
1302,13,654,4
1303,13,663,5
1304,13,750,3
1305,13,762,3
1306,13,820,3
1307,13,919,4
1308,13,920,4
1309,13,921,5
1310,13,923,5
1311,14,13,1
1312,14,14,4
1313,14,15,4
1314,14,50,5
1315,14,111,4
1316,14,118,1
1317,14,121,3
1318,14,125,5
1319,14,181,5
1320,14,220,4
1321,14,225,3
1322,14,235,1
1323,14,237,3
1324,14,243,1
1325,14,248,1
1326,14,249,1
1327,14,251,2
1328,14,252,2
1329,14,255,5
1330,14,257,4
1331,14,258,3
1332,14,269,5
1333,14,275,4
1334,14,280,3
1335,14,282,3
1336,14,283,4
1337,14,285,4
1338,14,291,3
1339,14,292,5
1340,14,297,3
1341,14,302,4
1342,14,303,3
1343,14,306,5
1344,14,308,5
1345,14,310,4
1346,14,322,3
1347,14,323,1
1348,14,328,3
1349,14,333,1
1350,14,409,3
1351,14,455,1
1352,14,472,3
1353,14,546,2
1354,14,676,4
1355,14,690,4
1356,14,748,3
1357,14,823,2
1358,14,845,2
1359,14,866,4
1360,14,879,3
1361,14,925,2
1362,14,926,1
1363,14,927,4
1364,14,928,1
1365,14,930,2
1366,14,931,1
1367,14,934,4
1368,14,935,3
1369,14,936,5
1370,14,938,3
1371,15,1,5
1372,15,4,5
1373,15,11,5
1374,15,12,5
1375,15,15,5
1376,15,33,2
1377,15,39,5
1378,15,58,4
1379,15,66,4
1380,15,71,5
1381,15,79,5
1382,15,87,4
1383,15,95,5
1384,15,98,5
1385,15,100,5
1386,15,109,4
1387,15,125,3
1388,15,127,5
1389,15,135,4
1390,15,143,5
1391,15,152,4
1392,15,158,4
1393,15,172,5
1394,15,180,5
1395,15,199,5
1396,15,200,5
1397,15,202,5
1398,15,204,5
1399,15,208,5
1400,15,216,5
1401,15,227,5
1402,15,234,5
1403,15,237,5
1404,15,240,4
1405,15,273,5
1406,15,282,5
1407,15,286,2
1408,15,302,5
1409,15,321,3
1410,15,367,3
1411,15,385,5
1412,15,404,5
1413,15,410,5
1414,15,423,5
1415,15,427,5
1416,15,448,5
1417,15,467,5
1418,15,469,3
1419,15,476,3
1420,15,480,5
1421,15,498,5
1422,15,502,4
1423,15,509,2
1424,15,510,4
1425,15,531,5
1426,15,583,4
1427,15,591,4
1428,15,642,5
1429,15,661,4
1430,15,684,5
1431,15,732,5
1432,15,770,3
1433,15,939,4
1434,15,941,1
1435,15,943,3
1436,15,945,4
1437,15,946,5
1438,15,947,4
1439,15,948,3
1440,16,7,4
1441,16,100,4
1442,16,111,3
1443,16,117,3
1444,16,126,4
1445,16,137,4
1446,16,150,5
1447,16,221,2
1448,16,222,3
1449,16,243,1
1450,16,269,4
1451,16,276,4
1452,16,286,3
1453,16,294,4
1454,16,323,1
1455,16,471,2
1456,16,475,4
1457,16,628,1
1458,16,919,4
1459,17,4,3
1460,17,6,5
1461,17,8,5
1462,17,9,5
1463,17,15,4
1464,17,22,5
1465,17,23,4
1466,17,28,3
1467,17,32,2
1468,17,42,3
1469,17,45,5
1470,17,48,4
1471,17,50,4
1472,17,52,5
1473,17,56,5
1474,17,59,4
1475,17,60,4
1476,17,61,4
1477,17,65,5
1478,17,66,3
1479,17,72,3
1480,17,79,4
1481,17,81,3
1482,17,83,5
1483,17,88,3
1484,17,91,3
1485,17,94,3
1486,17,95,4
1487,17,98,5
1488,17,100,5
1489,17,111,3
1490,17,116,5
1491,17,125,3
1492,17,127,5
1493,17,132,5
1494,17,133,5
1495,17,134,5
1496,17,137,5
1497,17,142,4
1498,17,143,4
1499,17,153,4
1500,17,157,3
1501,17,165,4
1502,17,166,4
1503,17,168,3
1504,17,172,3
1505,17,174,4
1506,17,175,4
1507,17,177,3
1508,17,178,3
1509,17,187,5
1510,17,189,5
1511,17,197,4
1512,17,198,3
1513,17,200,3
1514,17,204,3
1515,17,208,4
1516,17,210,5
1517,17,211,5
1518,17,212,5
1519,17,213,5
1520,17,216,4
1521,17,221,5
1522,17,223,5
1523,17,236,3
1524,17,238,5
1525,17,242,5
1526,17,269,5
1527,17,283,5
1528,17,284,3
1529,17,285,5
1530,17,287,4
1531,17,317,5
1532,17,319,4
1533,17,357,4
1534,17,378,3
1535,17,381,4
1536,17,382,3
1537,17,386,2
1538,17,392,3
1539,17,402,3
1540,17,403,3
1541,17,404,4
1542,17,411,3
1543,17,414,4
1544,17,416,5
1545,17,418,3
1546,17,419,3
1547,17,425,3
1548,17,427,5
1549,17,430,4
1550,17,434,3
1551,17,435,4
1552,17,461,4
1553,17,474,4
1554,17,476,3
1555,17,478,5
1556,17,480,4
1557,17,482,5
1558,17,486,3
1559,17,489,4
1560,17,492,4
1561,17,493,5
1562,17,504,5
1563,17,510,4
1564,17,512,5
1565,17,516,5
1566,17,517,2
1567,17,519,4
1568,17,520,4
1569,17,524,4
1570,17,528,4
1571,17,529,5
1572,17,549,4
1573,17,582,5
1574,17,588,4
1575,17,603,3
1576,17,604,5
1577,17,612,4
1578,17,613,5
1579,17,614,4
1580,17,627,3
1581,17,631,5
1582,17,633,5
1583,17,639,4
1584,17,649,3
1585,17,654,4
1586,17,663,4
1587,17,702,3
1588,17,704,3
1589,17,707,3
1590,17,708,3
1591,17,709,5
1592,17,714,4
1593,17,716,5
1594,17,724,4
1595,17,735,4
1596,17,736,4
1597,17,737,3
1598,17,747,3
1599,17,753,4
1600,17,762,3
1601,17,781,3
1602,17,805,4
1603,17,845,3
1604,17,856,5
1605,17,949,3
1606,17,951,3
1607,17,952,2
1608,17,956,5
1609,17,957,3
1610,17,958,5
1611,17,959,3
1612,17,962,4
1613,17,963,5
1614,17,967,3
1615,17,969,3
1616,17,972,3
1617,17,973,3
1618,18,8,5
1619,18,202,4
1620,18,210,3
1621,18,211,4
1622,18,268,2
1623,18,288,3
1624,18,294,3
1625,18,319,4
1626,18,325,4
1627,18,887,4
1628,19,15,4
1629,19,22,5
1630,19,50,3
1631,19,82,4
1632,19,94,2
1633,19,143,3
1634,19,148,5
1635,19,151,3
1636,19,174,4
1637,19,181,4
1638,19,204,3
1639,19,210,4
1640,19,243,4
1641,19,274,4
1642,19,323,4
1643,19,357,1
1644,19,378,3
1645,19,423,2
1646,19,496,5
1647,19,498,3
1648,19,588,4
1649,19,633,4
1650,19,763,1
1651,19,820,2
1652,19,866,1
1653,19,934,4
1654,20,1,5
1655,20,5,2
1656,20,7,5
1657,20,9,5
1658,20,15,4
1659,20,17,4
1660,20,50,3
1661,20,53,4
1662,20,123,4
1663,20,127,5
